,tmdb_id,imdb_id,original_language,original_title,release_date,tmdb_rating_avg,tmdb_vote_count,imdb_rating,imdb_votes,budget,revenue
1882,253154,tt3331028,en,Imperial Dreams,20/01/2014,6.6,145,6.7,4611,0,0
1888,97020,tt1234721,en,RoboCop,30/01/2014,5.8,4874,6.2,230607,120000000,242688965
1889,233487,tt2740538,en,He Who Dares,31/01/2014,4.4,24,3.1,1046,1000000,0
1895,192102,tt2172934,en,3 Days to Kill,14/02/2014,6.1,1905,6.2,94570,28000000,52597999
1902,499273,tt3004572,en,2101,23/02/2014,2.6,11,2.2,329,0,0
1908,253273,tt2889112,en,Patrick's Day,8/03/2014,6.4,5,6.6,418,0,0
1913,239562,tt2465140,en,The Single Moms Club,14/03/2014,6.0,129,5.4,6489,0,16337881
1918,228973,tt2944198,en,Backcountry,20/03/2014,5.9,510,6.0,22040,0,0
1919,141043,tt0458413,en,A Long Way Down,20/03/2014,6.2,793,6.3,33707,0,7176347
1924,272014,tt3302160,en,Bomb Girls: Facing the Enemy,27/03/2014,6.3,11,7.2,596,0,0
1926,144336,tt1742334,en,Sabotage,28/03/2014,5.6,1230,5.7,64252,35000000,22126842
1933,210479,tt2692904,en,Locke,10/04/2014,6.9,2356,7.1,151873,2000000,4635300
1936,869521,tt2966848,en,The Breaking Point,13/04/2014,4.0,2,4.7,124,0,0
1942,236751,tt1929263,en,Heaven Is for Real,16/04/2014,6.7,659,5.8,27509,12000000,101332962
1943,276488,tt3148348,en,Let Us Prey,17/04/2014,5.7,273,5.8,10247,0,0
1948,216436,tt3132086,en,Giraffada,23/04/2014,5.8,10,6.3,260,0,0
1949,242088,tt2967006,en,The Trip to Italy,24/04/2014,6.4,215,6.6,15806,0,0
1950,267428,tt1959526,en,Buttwhistle,25/04/2014,5.3,6,4.1,359,0,0
1954,266246,tt3621170,en,"Out of Mind, Out of Sight",27/04/2014,6.0,5,7.2,311,0,0
1956,244801,tt3100636,en,52 Tuesdays,1/05/2014,5.4,25,6.4,1501,0,0
1958,285598,tt2689354,en,Call Girl of Cthulhu,8/05/2014,5.6,24,4.6,955,40000,0
1959,212778,tt2883512,en,Chef,8/05/2014,7.1,2830,7.3,218051,11000000,45967935
1960,195589,tt2004420,en,Neighbors,8/05/2014,6.2,6330,6.3,313872,18000000,270665134
1961,59981,tt0884726,en,Legends of Oz: Dorothy's Return,8/05/2014,6.2,302,5.0,6088,70000000,18662027
1962,242310,tt2401807,en,Rage,9/05/2014,5.3,652,5.0,24746,15000000,2424381
1963,276578,tt3521746,en,The Good Sister,10/05/2014,5.4,12,5.9,533,0,0
1964,276729,tt2244889,en,Heaven Adores You,14/05/2014,6.9,25,6.9,1329,0,0
1965,124905,tt0831387,en,Godzilla,14/05/2014,6.3,7970,6.4,416886,160000000,529076069
1968,232672,tt1086772,en,Blended,21/05/2014,6.9,2977,6.5,134352,40000000,127994610
1976,272251,tt2380560,en,Pride of Lions,3/06/2014,2.8,9,3.7,349,0,0
1977,157845,tt2345737,en,The Rover,4/06/2014,6.3,809,6.4,49066,12250000,2510007
1980,187017,tt2294449,en,22 Jump Street,5/06/2014,6.8,7149,7.0,381018,50000000,331333876
1981,82702,tt1646971,en,How to Train Your Dragon 2,5/06/2014,7.7,8504,7.8,338796,145000000,621537500
1987,246741,tt3416742,en,What We Do in the Shadows,19/06/2014,7.6,3029,7.6,186361,1600000,6263224
1989,288463,tt2992524,en,The Guvnors,24/06/2014,5.3,54,5.7,3230,0,0
1991,91314,tt2109248,en,Transformers: Age of Extinction,25/06/2014,5.9,7064,5.6,316707,210000000,1104054072
1993,282297,tt3302820,en,Cowspiracy: The Sustainability Secret,1/07/2014,7.7,432,8.1,25594,117,0
1994,184346,tt2377322,en,Deliver Us from Evil,1/07/2014,6.2,1795,6.2,79223,30000000,87937815
1995,226486,tt2103254,en,Tammy,2/07/2014,5.3,1101,4.9,52485,20000000,100525432
2001,253235,tt2465146,en,And So It Goes,17/07/2014,6.1,408,5.8,14404,18000000,25312387
2002,238636,tt2975578,en,The Purge: Anarchy,17/07/2014,6.7,5792,6.4,154294,9000000,111928365
2003,231576,tt2870708,en,Wish I Was Here,18/07/2014,6.6,645,6.6,38398,5500000,5483299
2009,240832,tt2872732,en,Lucy,25/07/2014,6.4,14566,6.4,500687,40000000,458863600
2010,157849,tt1972571,en,A Most Wanted Man,25/07/2014,6.5,1162,6.8,77182,15000000,31554855
2011,248504,tt3062074,en,Sharknado 2: The Second One,30/07/2014,4.6,570,4.0,19559,0,0
2012,199575,tt2268458,en,These Final Hours,31/07/2014,6.5,477,6.6,17941,0,0
2014,242022,tt3097204,en,The Inbetweeners 2,6/08/2014,6.1,418,6.4,44674,0,0
2015,216580,tt2378453,en,Savaged,6/08/2014,6.7,161,5.5,4109,0,0
2016,216282,tt2106361,en,Into the Storm,6/08/2014,6.0,1809,5.8,69241,50000000,160602194
2019,248212,tt2560102,en,Lilting,7/08/2014,7.1,104,7.1,6376,0,0
2020,138103,tt2333784,en,The Expendables 3,7/08/2014,6.2,4331,6.1,184661,95000000,214700000
2021,98566,tt1291150,en,Teenage Mutant Ninja Turtles,7/08/2014,5.9,6102,5.8,212459,125000000,485004754
2030,241254,tt1085492,en,The Prince,22/08/2014,4.9,436,4.6,18694,18000000,1289595
2033,209269,tt2402603,en,Felony,28/08/2014,5.7,158,6.1,5614,0,0
2034,206487,tt2397535,en,Predestination,28/08/2014,7.4,5560,7.4,285689,5500000,4942449
2037,186610,tt2380564,en,Swearnet: The Movie,29/08/2014,5.3,36,6.0,2886,0,0
2040,283350,tt0443465,en,Before We Go,4/09/2014,6.7,1605,6.8,59343,0,37151
2042,270938,tt2295722,en,Falcon Rising,5/09/2014,6.2,294,5.7,8879,4500000,11774
2043,241848,tt2980592,en,The Guest,5/09/2014,6.6,1663,6.7,101901,5000000,2700051
2044,286875,tt3328716,en,Paper Planes,7/09/2014,6.2,101,6.2,4562,0,0
2046,239678,tt1371150,en,This Is Where I Leave You,10/09/2014,6.6,1137,6.6,81304,19800000,41296320
2048,287426,tt3136112,en,Shelter,12/09/2014,6.1,85,6.5,5087,0,0
2050,199933,tt2800038,en,Atlas Shrugged: Part III,12/09/2014,4.2,58,4.3,3607,5000000,846704
2051,169917,tt0365907,en,A Walk Among the Tombstones,18/09/2014,6.3,2497,6.5,122883,28000000,58834384
2052,290999,tt2535470,en,Wyrmwood: Road of the Dead,19/09/2014,6.1,377,6.2,17584,0,0
2058,289720,tt1552224,en,Outcast,26/09/2014,5.0,395,4.6,13738,25000000,5148503
2059,277547,tt2139555,en,Playing It Cool,26/09/2014,5.9,666,5.9,28884,0,1323415
2060,256731,tt2350892,en,Bad Country,26/09/2014,5.6,152,5.8,8806,0,0
2061,290729,tt3776288,en,Sniper: Legacy,29/09/2014,5.9,175,5.3,5373,0,0
2064,325803,tt3206616,en,Oct-01,1/10/2014,6.2,12,6.4,480,0,0
2066,210577,tt2267998,en,Gone Girl,1/10/2014,7.9,16540,8.1,986301,61000000,369330363
2067,49017,tt0829150,en,Dracula Untold,1/10/2014,6.4,5449,6.2,197981,70000000,217124280
2068,288281,tt2180994,en,A Good Marriage,3/10/2014,5.3,390,5.3,11956,0,0
2069,256092,tt2968804,en,Drive Hard,3/10/2014,4.3,119,4.4,4667,12000000,0
2070,251232,tt2459156,en,Copenhagen,3/10/2014,6.7,160,7.0,13413,0,0
2071,687496,tt3702656,en,The 4bidden Fables,4/10/2014,6.2,5,5.2,145,0,0
2074,205587,tt1872194,en,The Judge,8/10/2014,7.3,3554,7.4,192781,50000000,83719388
2075,245916,tt1216491,en,Kill the Messenger,9/10/2014,6.7,744,6.9,47330,5000000,5218973
2078,244786,tt2582802,en,Whiplash,10/10/2014,8.4,12933,8.5,865336,3300000,13092000
2079,255343,tt2515030,en,Escobar: Paradise Lost,11/10/2014,6.3,709,6.5,22610,17000000,3758328
2080,164251,tt1247690,en,Serena,12/10/2014,5.6,932,5.4,29264,30000000,5092129
2083,228150,tt2713180,en,Fury,15/10/2014,7.5,10462,7.5,495877,68000000,211817906
2084,287084,tt2561546,en,The Town that Dreaded Sundown,16/10/2014,5.8,373,5.6,15320,0,0
2086,286372,tt1791681,en,Treehouse,20/10/2014,4.2,64,3.8,2355,3250000,3250000
2088,245891,tt2911666,en,John Wick,22/10/2014,7.4,16466,7.4,636490,20000000,88761661
2090,242582,tt2872718,en,Nightcrawler,23/10/2014,7.7,9494,7.8,552237,8500000,50300000
2091,228108,tt2962876,en,The Road Within,24/10/2014,6.9,335,7.0,15568,0,0
2093,296216,tt2887840,en,Inner Demon,30/10/2014,4.4,18,4.7,597,0,0
2099,157336,tt0816692,en,Interstellar,5/11/2014,8.4,30224,8.6,1835078,165000000,701729206
2102,300600,tt3213622,en,Rise,6/11/2014,6.2,6,5.8,871,446000,0
2108,205596,tt2084970,en,The Imitation Game,14/11/2014,8.0,15252,8.0,773303,14000000,233555708
2118,270946,tt1911658,en,Penguins of Madagascar,22/11/2014,6.5,3594,6.6,92946,132000000,373552094
2122,298533,tt3788052,en,Corner Gas: The Movie,3/12/2014,6.3,35,6.8,2425,8500000,0
2128,321068,tt3405714,en,Mythica: A Quest for Heroes,8/12/2014,6.0,125,5.6,7064,0,0
2129,122917,tt2310332,en,The Hobbit: The Battle of the Five Armies,10/12/2014,7.3,12568,7.4,537059,250000000,956019788
2131,68737,tt1121096,en,Seventh Son,12/12/2014,5.5,2264,5.5,78098,95000000,114178613
2132,317953,tt3121562,en,Spud 3: Learning to Fly,16/12/2014,6.1,20,5.7,951,0,0
2136,316505,tt3828220,en,The Amazing Praybeyt Benjamin,25/12/2014,3.0,3,4.0,209,0,0
2137,256917,tt3007512,en,The Water Diviner,25/12/2014,6.8,1094,7.0,75939,22500000,15520023
2138,190859,tt2179136,en,American Sniper,25/12/2014,7.4,11582,7.3,491881,58800000,542307423
2143,241239,tt2937898,en,A Most Violent Year,31/12/2014,6.6,1247,7.0,73660,20000000,12007070
2151,325791,tt3954294,en,A Gift Horse,1/01/2015,7.3,21,5.7,305,0,0
2157,265208,tt2231253,en,Wild Card,14/01/2015,5.6,1543,5.6,56708,30000000,0
2158,283698,tt3344922,en,Hungry Hearts,15/01/2015,6.7,170,6.4,5489,0,6921
2160,264660,tt0470752,en,Ex Machina,21/01/2015,7.6,11796,7.7,548832,15000000,36869414
2169,318279,tt2545428,en,Meru,25/01/2015,7.3,205,7.7,17984,0,2334228
2170,318224,tt4257858,en,Going Clear: Scientology and the Prison of Belief,25/01/2015,7.6,708,8.0,39614,0,0
2171,310131,tt4263482,en,The Witch,27/01/2015,6.9,5964,6.9,266649,3500000,40423945
2177,263109,tt2872750,en,Shaun the Sheep Movie,5/02/2015,7.0,1183,7.3,41381,25000000,106209378
2179,216015,tt2322441,en,Fifty Shades of Grey,11/02/2015,5.9,10633,4.2,322165,40000000,571006128
2183,266396,tt2515034,en,The Gunman,16/02/2015,5.7,842,5.8,41805,40000000,13644292
2185,272693,tt1666801,en,The DUFF,20/02/2015,6.8,4106,6.4,96065,8500000,43528634
2189,332613,tt4151098,en,Omo Child: The River and the Bush,25/02/2015,8.2,5,8.2,154,0,0
2192,309924,tt3717016,en,After the Ball,27/02/2015,6.4,245,5.8,3500,0,234417
2198,328233,tt4058426,en,India's Daughter,8/03/2015,8.1,38,8.2,2142,0,0
2200,241554,tt2199571,en,Run All Night,11/03/2015,6.4,2513,6.6,110586,50000000,71561644
2204,323674,tt3799372,en,6 Years,14/03/2015,5.4,684,5.5,12786,0,0
2207,262500,tt2908446,en,Insurgent,18/03/2015,6.4,9191,6.2,240624,110000000,295238201
2208,228161,tt2224026,en,Home,18/03/2015,6.8,3493,6.6,104050,135000000,368871007
2209,290815,tt3717068,en,Court,19/03/2015,6.9,53,7.6,4919,0,0
2213,307081,tt1798684,en,Southpaw,24/03/2015,7.4,4928,7.3,240785,30000000,91709827
2215,257091,tt2561572,en,Get Hard,26/03/2015,6.0,2386,6.0,138953,40000000,111811453
2221,308504,tt2493486,en,Last Knights,3/04/2015,6.5,958,6.1,43858,40000000,3643591
2222,252512,tt1791682,en,While We're Young,3/04/2015,5.9,961,6.3,51213,10000000,17287309
2227,337645,tt3823826,en,Kevin Hart Presents: Plastic Cup Boyz,12/04/2015,5.6,5,5.9,156,0,0
2228,321528,tt4324274,en,Batman vs. Robin,14/04/2015,7.2,783,7.1,23432,0,0
2229,329004,tt2580382,en,The Survivalist,15/04/2015,6.2,273,6.4,17566,0,0
2230,256961,tt3450650,en,Paul Blart: Mall Cop 2,16/04/2015,5.2,1364,4.4,38417,38000000,107597242
2231,245706,tt2273657,en,True Story,17/04/2015,6.3,1741,6.3,69637,0,5261595
2234,323901,tt3396166,en,The Last Rescue,21/04/2015,4.7,16,4.5,2786,0,0
2237,331161,tt3084028,en,See You In Valhalla,24/04/2015,5.4,55,5.3,2280,0,0
2240,248574,tt1731701,en,Barely Lethal,30/04/2015,5.8,952,5.4,22313,0,6075
2246,326284,tt3488328,en,Pound of Flesh,7/05/2015,5.8,192,5.1,6669,7500000,163080
2247,254470,tt2848292,en,Pitch Perfect 2,7/05/2015,6.9,4928,6.4,159505,29000000,287506194
2251,268920,tt2967224,en,Hot Pursuit,8/05/2015,5.7,1452,5.1,51944,35000000,51680201
2258,335866,tt3118452,en,Circle,28/05/2015,6.0,1668,6.0,58528,0,0
2259,280092,tt3195644,en,Insidious: Chapter 3,28/05/2015,6.3,2891,6.1,106700,10000000,112983889
2261,339065,tt3162938,en,The True Cost,29/05/2015,7.6,200,7.7,7099,0,0
2262,332340,tt3064298,en,Man Up,29/05/2015,6.6,835,6.8,54027,0,3000000
2264,271714,tt0903657,en,Love & Mercy,29/05/2015,7.1,577,7.4,40283,0,28641776
2270,345054,tt4733736,en,Double Daddy,6/06/2015,6.8,62,5.8,1194,0,0
2272,135397,tt0369610,en,Jurassic World,6/06/2015,6.7,18727,6.9,646087,150000000,1671713208
2278,308639,tt3850214,en,Dope,19/06/2015,7.1,1314,7.2,86388,7000000,17986781
2282,308457,tt3090670,en,Advantageous,23/06/2015,6.0,136,6.1,5636,0,0
2285,214756,tt2637276,en,Ted 2,25/06/2015,6.3,6507,6.3,213277,68000000,215863606
2293,309242,tt2349144,en,Mississippi Grind,4/07/2015,6.0,403,6.4,24444,0,130541
2294,347548,tt3561236,en,Containment,9/07/2015,5.9,160,4.9,3156,0,0
2296,347688,tt4717798,en,Scooby-Doo! and Kiss: Rock and Roll Mystery,10/07/2015,8.1,247,6.4,2492,0,0
2297,238615,tt2140379,en,Self/less,10/07/2015,6.4,2755,6.5,100446,26000000,31807156
2300,336016,tt4018492,en,Ruben Guthrie,16/07/2015,4.9,13,5.8,645,0,0
2304,308032,tt0420293,en,The Stanford Prison Experiment,17/07/2015,6.9,826,6.8,43733,0,643557
2305,271718,tt3152624,en,Trainwreck,17/07/2015,5.8,2361,6.2,138189,35000000,140795793
2308,300153,tt2948840,en,Life,24/07/2015,6.0,317,6.0,8542,12000000,0
2309,332704,tt2784936,en,Backtrack,25/07/2015,5.8,319,5.9,12764,0,0
2310,296099,tt1524930,en,Vacation,28/07/2015,6.3,3296,6.1,114109,31000000,104384188
2311,309809,tt1754656,en,The Little Prince,29/07/2015,7.6,2482,7.7,63043,64000000,97571250
2313,328425,tt4178092,en,The Gift,31/07/2015,6.7,2831,7.0,160538,5000000,58978653
2318,257445,tt1051904,en,Goosebumps,5/08/2015,6.3,3356,6.3,90298,58000000,158162788
2319,337958,tt3680410,en,Last Cab to Darwin,6/08/2015,7.0,56,7.2,3953,0,0
2323,387742,tt4765902,en,I Think My Babysitter is an Alien,11/08/2015,5.0,2,5.0,69,0,0
2324,277216,tt1398426,en,Straight Outta Compton,11/08/2015,7.8,3372,7.8,204498,28000000,201634991
2325,355111,tt4955162,en,Barbie in Rock 'N Royals,12/08/2015,6.9,250,5.9,1031,0,0
2326,203801,tt1638355,en,The Man from U.N.C.L.E.,13/08/2015,7.1,5557,7.2,311999,75000000,108145109
2328,347642,tt4264426,en,Bite,15/08/2015,5.4,128,4.9,5213,0,0
2330,225728,tt2884018,en,Macbeth,16/08/2015,6.5,1312,6.6,57501,15000000,16322067
2334,339669,tt3700456,en,Blinky Bill the Movie,21/08/2015,5.5,34,5.1,834,12796917,0
2339,347761,tt3833474,en,Never Let Go,28/08/2015,5.7,38,5.3,913,0,0
2343,347754,tt3212904,en,Curve,31/08/2015,5.9,342,5.5,9165,0,0
2346,157843,tt1837636,en,Queen of the Desert,3/09/2015,5.9,234,5.7,11769,15000000,1592853
2347,261023,tt1355683,en,Black Mass,4/09/2015,6.4,2967,6.9,183213,53000000,98837872
2352,283587,tt1365050,en,Beasts of No Nation,11/09/2015,7.6,1508,7.7,82542,6000000,9077700
2354,291866,tt3745906,en,The Hive,14/09/2015,5.6,78,5.2,2101,0,0
2357,290637,tt3733778,en,Pay the Ghost,16/09/2015,5.4,675,5.2,17894,0,2160298
2358,271736,tt3083008,en,The Program,16/09/2015,6.3,430,6.5,18066,0,3286448
2363,335310,tt1723659,en,Being Canadian,18/09/2015,5.7,25,6.3,931,0,0
2364,159824,tt2510894,en,Hotel Transylvania 2,21/09/2015,6.8,5054,6.6,130113,80000000,473226958
2365,257211,tt2361509,en,The Intern,23/09/2015,7.2,5854,7.1,255021,35000000,194564672
2369,300654,tt2204080,en,Wildlike,25/09/2015,6.2,99,6.6,5157,0,0
2381,321697,tt2080374,en,Steve Jobs,9/10/2015,6.8,3730,7.2,170961,30000000,34441873
2382,292010,tt3922816,en,The Daughter,9/10/2015,6.5,63,6.6,5340,0,0
2384,201085,tt2554274,en,Crimson Peak,13/10/2015,6.6,4479,6.5,150371,55000000,74679822
2386,290751,tt1741273,en,Secret in Their Eyes,14/10/2015,6.4,1196,6.3,49107,19500000,34854990
2387,610891,tt4024202,en,Soaring Highs and Brutal Lows: The Voices of Women in Metal,15/10/2015,7.2,5,7.0,113,0,0
2390,354150,tt4024210,en,unINDIAN,15/10/2015,5.9,11,5.5,1191,0,0
2392,254320,tt3464902,en,The Lobster,15/10/2015,7.0,5224,7.1,259790,4000000,15656193
2403,167073,tt2381111,en,Brooklyn,20/10/2015,7.3,2824,7.5,143837,11000000,62076141
2404,274854,tt1618442,en,The Last Witch Hunter,21/10/2015,5.9,3225,5.9,105186,90000000,146936910
2405,365707,tt4868972,en,The Queen of Ireland,22/10/2015,5.3,7,7.6,367,0,0
2406,273477,tt1727776,en,Scouts Guide to the Zombie Apocalypse,23/10/2015,6.5,1603,6.3,51785,15000000,14860766
2407,206647,tt2379713,en,Spectre,26/10/2015,6.5,9480,6.8,443816,245000000,880674609
2409,298382,tt2910904,en,The Dressmaker,29/10/2015,7.0,1445,7.0,61790,11930000,25003426
2412,373048,tt4278962,en,All Through the House,31/10/2015,4.7,39,4.4,2271,0,0
2418,480750,tt5297216,en,A Haunting at the Hoyt Library,6/11/2015,6.8,4,5.5,185,0,0
2421,312831,tt2474976,en,The Hallow,6/11/2015,5.6,535,5.7,17220,0,0
2436,131634,tt1951266,en,The Hunger Games: Mockingjay - Part 2,18/11/2015,6.9,10987,6.5,330964,160000000,653428261
2446,257088,tt2058673,en,Point Break,3/12/2015,5.9,2033,5.3,63663,105000000,133718711
2456,318846,tt1596363,en,The Big Short,11/12/2015,7.3,7846,7.8,435130,28000000,133346506
2457,258509,tt2974918,en,Alvin and the Chipmunks: The Road Chip,17/12/2015,6.0,1433,4.9,20359,90000000,233755553
2459,279690,tt2386404,en,He Never Died,18/12/2015,6.1,397,6.3,20952,0,0
2462,274167,tt1528854,en,Daddy's Home,25/12/2015,6.3,2806,6.1,122191,50000000,242786137
2467,370071,tt4591840,en,A Christmas Star,29/12/2015,5.0,29,5.1,1998,10000000,0
2474,369406,tt4836736,en,Nowhere Boys: The Book of Shadows,1/01/2016,5.9,43,5.0,624,0,0
2477,379305,tt3157640,en,Project 12: The Bunker,8/01/2016,4.7,11,3.4,485,0,0
2481,276905,tt1594972,en,Norm of the North,14/01/2016,4.7,295,3.4,9554,7000000,17062499
2487,140300,tt2267968,en,Kung Fu Panda 3,23/01/2016,6.9,4960,7.1,162214,145000000,521170825
2490,376501,tt3491962,en,Outlaws and Angels,25/01/2016,5.4,78,5.4,3460,0,0
2495,380565,tt5351000,en,Home Invasion,2/02/2016,5.4,127,5.1,3644,0,0
2501,329833,tt1608290,en,Zoolander 2,6/02/2016,4.9,1973,4.7,71251,50000000,56722693
2503,385453,tt5323386,en,Poshter Girl,12/02/2016,8.0,2,6.7,340,0,0
2504,419192,tt5031332,en,McLaren,14/02/2016,7.9,77,7.3,2497,0,0
2507,334522,tt3026488,en,Alone in Berlin,15/02/2016,6.7,336,6.5,9379,0,33125
2508,339406,tt4586626,en,Showdown in Manila,18/02/2016,3.2,32,2.6,1883,0,0
2510,263341,tt2652118,en,"Crouching Tiger, Hidden Dragon: Sword of Destiny",18/02/2016,6.1,549,6.1,19895,20000000,0
2513,472928,tt3731564,en,Love & Hostages,20/02/2016,5.4,5,6.0,240,0,0
2517,333385,tt2091935,en,Mr. Right,29/02/2016,6.4,1163,6.3,57212,8000000,34694
2519,378092,tt3586930,en,Kill Kane,1/03/2016,4.3,14,3.8,979,0,0
2522,329010,tt4503598,en,Emelie,4/03/2016,5.2,593,5.4,14400,0,0
2533,402573,tt5459324,en,A Housekeeper's Revenge,13/03/2016,3.4,11,4.7,341,500000,0
2534,381041,tt5167174,en,Rainbow Time,14/03/2016,6.0,13,5.9,750,0,0
2535,347689,tt0837156,en,Pee-wee's Big Holiday,15/03/2016,6.1,200,6.1,8271,0,0
2537,339984,tt4257926,en,Miracles from Heaven,17/03/2016,7.4,1037,7.1,26226,16000000,73983359
2542,302688,tt3760922,en,My Big Fat Greek Wedding 2,23/03/2016,5.9,876,6.0,31637,18000000,90632641
2545,342165,tt2394063,en,Too Late,25/03/2016,7.1,73,6.6,3700,0,60000
2552,290595,tt2381991,en,The Huntsman: Winter's War,6/04/2016,6.3,4392,6.1,112058,115000000,164989338
2553,323676,tt2702724,en,The Boss,7/04/2016,5.9,1211,5.4,46933,29000000,78636257
2554,302156,tt3014866,en,Criminal,7/04/2016,6.1,1508,6.3,67238,31500000,14708696
2559,234004,tt2865120,en,Ratchet & Clank,13/04/2016,5.8,548,5.5,11193,20000000,8821329
2561,332411,tt3212232,en,I Am Wrath,14/04/2016,5.6,559,5.4,15131,18000000,0
2563,390782,tt4679136,en,I'll Sleep When I'm Dead,15/04/2016,6.4,31,6.6,1387,0,0
2564,326423,tt3628584,en,Barbershop: The Next Cut,15/04/2016,6.3,395,5.9,15437,20000000,55030051
2569,369033,tt4902716,en,Rebirth,17/04/2016,4.7,169,5.0,5518,0,0
2572,392891,tt5457520,en,Patton Oswalt: Talking for Clapping,22/04/2016,6.6,57,6.8,2053,0,0
2574,322487,tt3228088,en,Spark: A Space Tail,22/04/2016,4.6,52,4.4,1269,0,116873
2577,353069,tt4824302,en,Mother's Day,28/04/2016,6.0,1164,5.6,37713,25000000,48782670
2579,257440,tt2978102,en,Term Life,29/04/2016,6.0,252,5.6,8259,16500000,21256
2584,325133,tt4438848,en,Neighbors 2: Sorority Rising,4/05/2016,5.8,4010,5.7,124624,35000000,108758521
2588,205588,tt1995390,en,Our Kind of Traitor,5/05/2016,6.0,463,6.2,22620,0,9930095
2595,153518,tt1985949,en,The Angry Birds Movie,11/05/2016,6.2,3163,6.3,94735,73000000,349779543
2597,384798,tt2667380,en,Kill Command,13/05/2016,5.6,497,5.7,14389,0,0
2602,397278,tt5131906,en,Fender Bender,23/05/2016,5.3,76,4.9,2722,0,0
2603,68735,tt0803096,en,Warcraft,25/05/2016,6.3,6040,6.7,266195,160000000,433677183
2604,296360,tt3068194,en,Love & Friendship,26/05/2016,6.1,480,6.4,25363,3000000,21401949
2605,389053,tt4769836,en,The Do-Over,27/05/2016,5.7,1311,5.7,47531,0,0
2619,300669,tt4160708,en,Don't Breathe,8/06/2016,7.0,6540,7.1,278169,9900000,159047649
2623,302699,tt1489889,en,Central Intelligence,15/06/2016,6.4,5151,6.3,193826,50000000,216972543
2629,328111,tt2709768,en,The Secret Life of Pets,18/06/2016,6.3,7402,6.5,204625,75000000,875457937
2633,333386,tt2436682,en,The Duel,24/06/2016,5.4,294,5.8,11230,10000000,4500
2634,332567,tt4052882,en,The Shallows,24/06/2016,6.4,4583,6.3,135123,17000000,119100758
2635,316152,tt1124037,en,Free State of Jones,24/06/2016,6.7,1301,6.9,58855,50000000,25035950
2640,316727,tt4094724,en,The Purge: Election Year,29/06/2016,6.4,4704,6.0,103120,10000000,118587880
2641,258489,tt0918940,en,The Legend of Tarzan,29/06/2016,5.9,5719,6.2,178789,180000000,356743061
2647,333667,tt2822672,en,Rock Dog,8/07/2016,6.2,249,5.9,5556,60000000,9420546
2648,223702,tt1700841,en,Sausage Party,11/07/2016,5.7,6471,6.1,197023,19000000,140705322
2649,43074,tt1289401,en,Ghostbusters,14/07/2016,5.4,5715,6.8,233930,144000000,229147509
2650,376426,tt5151716,en,Tony Robbins: I Am Not Your Guru,15/07/2016,6.6,95,6.6,4492,0,0
2656,376659,tt4651520,en,Bad Moms,28/07/2016,6.5,3752,6.2,127619,20000000,183936074
2657,408719,tt5729870,en,Chronesthesia,29/07/2016,5.9,9,6.2,498,0,0
2662,410129,tt5206170,en,The Apostle Peter: Redemption,2/08/2016,7.0,14,5.4,457,0,0
2664,322240,tt4383594,en,Nine Lives,3/08/2016,5.7,937,5.3,23204,30000000,57814445
2666,366924,tt4870838,en,Batman: Bad Blood,4/08/2016,7.2,635,6.7,24190,3500000,0
2673,309886,tt3647498,en,Blood Father,11/08/2016,6.2,1351,6.4,65228,13000000,6903033
2674,520089,tt3949952,en,Alison,12/08/2016,7.2,13,7.5,1253,0,0
2675,415749,tt5502946,en,Barbie: Star Light Adventure,12/08/2016,7.1,142,5.8,834,0,0
2693,363676,tt3263904,en,Sully,7/09/2016,7.2,6343,7.4,275646,60000000,240797623
2697,409164,tt3445580,en,Boys in the Trees,9/09/2016,6.6,130,6.2,4054,0,0
2698,371449,tt4158876,en,Other People,9/09/2016,6.4,167,6.8,11742,0,93000
2699,338544,tt4572820,en,For the Love of Spock,9/09/2016,7.4,146,7.6,4582,0,0
2700,335791,tt1389139,en,When the Bough Breaks,9/09/2016,5.8,344,5.2,7347,10000000,30658387
2701,412209,tt4991512,en,Tramps,10/09/2016,6.1,200,6.5,5826,2000000,0
2702,411009,tt5952332,en,Amanda Knox,10/09/2016,6.7,489,6.9,25085,0,0
2703,407559,tt5059406,en,I Am the Pretty Thing That Lives in the House,10/09/2016,4.4,502,4.6,14999,0,0
2704,397717,tt5477566,en,Barry,10/09/2016,5.8,159,6.0,7369,0,0
2711,310307,tt4276820,en,The Founder,13/09/2016,7.1,4169,7.2,153473,15000000,24121245
2716,351211,tt1540011,en,Blair Witch,15/09/2016,5.2,1696,5.0,46929,5000000,45172994
2717,412605,tt5895892,en,The Last Descent,16/09/2016,7.3,92,5.6,918,0,0
2718,412532,tt1273219,en,The Last Film Festival,16/09/2016,3.8,8,3.6,326,0,0
2719,410199,tt5640450,en,ARQ,16/09/2016,6.1,1025,6.3,39869,2000000,0
2720,334517,tt3922798,en,The Siege of Jadotville,19/09/2016,7.2,743,7.2,40754,0,0
2721,417033,tt3677840,en,Angel of Reckoning,20/09/2016,2.6,7,2.8,325,0,0
2722,458802,tt6043298,en,Teshan,23/09/2016,7.3,3,5.3,54,0,0
2728,455151,tt5142784,en,The Future of Work and Death,25/09/2016,6.8,8,6.9,225,0,0
2732,213681,tt2461150,en,Masterminds,29/09/2016,5.7,1555,5.8,56429,25000000,29200000
2737,419147,tt6098922,en,Louis Theroux: Savile,2/10/2016,6.9,29,7.3,2160,0,0
